source_id,source_collection,source_file,dataset_split,short_title,short_title_inferred,long_title,bibliographic_description,author_original,author_scraped,author_manual,author_resolved,author_normalized,author_normalized_inferred,author_likely_identical_shared,year_original,year_scraped,year_manual,year_resolved,year_normalized,decade,century,publisher_original,publisher_scraped,publisher_manual,publisher_resolved,publisher_normalized,publisher_normalized_inferred,publisher_likely_identical_shared,place_original,place_scraped,place_manual,place_resolved,place_normalized,place_normalized_inferred,language_original,language_normalized,language_inferred,short_title_likely_identical_shared,likely_identical_notes,normalization_notes_inferred,url,signature,signature_link,scraped_ppn,scrape_status,page_numbers_included,pages_included_count,pdf_total_pages,comments,metadata_completeness
xb-149-1s,HAB,hab-dataset-img-metadata,,Der Curieusen Kunst- und Werck-Schul,Der Curieusen Kunst- und Werck-Schul,"Der Curieusen Kunst- und Werck-Schul ... Theil. Lehrend allerhand sehr nützliche und bewährte Feuer-Künste/ Metallische Gold- und Silber-Proben/ Perlen/ Flüsse/ Doubletten und Folien, der Natur ähnlich ... Sampt vielen andern Natur- und Kunst-Geheimnussen; Theils aus eigener langwieriger Erfahrung/ theils aus vielen bewährten Authoribus getreulich ... getragen. Lehrend allerhand sehr nützliche und bewährte Feuer-Künste/ Metallische Gold- und Silber-Proben/ Perlen/ Flüsse/ Doubletten und Folien, der Natur ähnlich ... Sampt vielen andern Natur- und Kunst-Geheimnussen; Theils aus eigener langwieriger Erfahrung/ theils aus vielen bewährten Authoribus getreulich ... getragen. Lehrend allerhand sehr nützliche und bewährte Feuer-Künste/ Metallische Gold- und Silber-Proben/ Perlen/ Flüsse/ Doubletten und Folien, der Natur ähnlich ... Sampt vielen andern Natur- und Kunst-Geheimnussen; Theils aus eigener langwieriger Erfahrung/ theils aus vielen bewährten Authoribus getreulich ... getragen. Lehrend allerhand sehr nützliche und bewährte Feuer-Künste/ Metallische Gold- und Silber-Proben/ Perlen/ Flüsse/ Doubletten und Folien, der Natur ähnlich ... Sampt vielen andern Natur- und Kunst-Geheimnussen; Theils aus eigener langwieriger Erfahrung/ theils aus vielen bewährten Authoribus getreulich ... getragen",,,,,,,Johann Kunckel,Johann Kunckel,,1696,,1696,1696,1690s,17th c.,,Zieger; [u.a.],,Zieger,Zieger,Zieger,,,Nürnberg; [u.a.],,Nürnberg,Nuremberg,Nürnberg,,German,German,Curieuse Kunst- und Werck-Schul,"author variant in dataset: Johann Kunckel, Johannes Kunckelius; short-title/work variant grouped with cognate edition/translation",author normalisation/attribution suggested; place normalisation suggested; title contains OCR/line-break artefacts; short title inferred from opening segment,http://diglib.hab.de/drucke/xb-149-1s/start.htm,xb-149-1s,http://diglib.hab.de/drucke/xb-149-1s/start.htm,535528213,ok,"439, 517",2,,,partial
nd-2f-1-1b,HAB,hab-dataset-img-metadata,,Jo,Jo,"Jo. Jacobi Mangeti, Medicinæ Doctoris, Et Sereniss. ac Potentiss. Regis Prussiæ Archiatri, Bibliotheca Chemica Curiosa, Seu Rerum ad Alchemiam pertinentium Thesaurus Instructissimus. In Quo Tamen tota Philosophia hermetica, figuris hieroglyphicis depingitur. Quo non tantùm Artis Auriferæ, Ac Scriptorum in ea Nobiliorum Historia traditur ...; Verùm etiam Tractatus Omnes Virorum Celebriorum, qui in Magno sudarunt Elixyre, quínque ab ipso Hermete, ut dicitur, Trismegisto, ad nostra usque Tempora de Chrysopoea scripserunt, cum præcipuis suis Commentariis, concinno Ordine dispositi exhibentur; Ad quorum omnium Illustrationem additæ sunt quamplurimæ Figuræ æneæ. Quo non tantùm Artis Auriferæ, Ac Scriptorum in ea Nobiliorum Historia traditur ...; Verùm etiam Tractatus Omnes Virorum Celebriorum, qui in Magno sudarunt Elixyre, quínque ab ipso Hermete, ut dicitur, Trismegisto, ad nostra usque Tempora de Chrysopoea scripserunt, cum præcipuis suis Commentariis, concinno Ordine dispositi exhibentur; Ad quorum omnium Illustrationem additæ sunt quamplurimæ Figuræ æneæ",,,,,,,Jean-Jacques Manget (ed.),Jean-Jacques Manget,,1702,,1702,1702,1700s,18th c.,,De Tournes,,De Tournes,De Tournes,De Tournes,de Tournes,,Genevae,,Genevae,Geneva,Geneva,,Latin,Latin,Bibliotheca chemica curiosa,"author variant in dataset: Joannes Jacobus Mangetus, Jean-Jacques Manget (ed.); publisher variant in dataset: De Tournes, Tournes",author normalisation/attribution suggested; short title inferred from opening segment,http://diglib.hab.de/drucke/nd-2f-1-1b/start.htm,nd-2f-1-1b,http://diglib.hab.de/drucke/nd-2f-1-1b/start.htm,832254932,ok,"111, 565, 965, 971, 973, 975, 977, 979, 981, 983, 985, 987, 989",13,,,partial
nd-2f-1-2b,HAB,hab-dataset-img-metadata,,Jo,Jo,"Jo. Jacobi Mangeti, Medicinæ Doctoris, Et Sereniss. ac Potentiss. Regis Prussiæ Archiatri, Bibliotheca Chemica Curiosa, Seu Rerum ad Alchemiam pertinentium Thesaurus Instructissimus. Quo non tantùm Artis Auriferæ, Ac Scriptorum in ea Nobiliorum Historia traditur ...; Verùm etiam Tractatus Omnes Virorum Celebriorum, qui in Magno sudarunt Elixyre, quínque ab ipso Hermete, ut dicitur, Trismegisto, ad nostra usque Tempora de Chrysopoea scripserunt, cum præcipuis suis Commentariis, concinno Ordine dispositi exhibentur; Ad quorum omnium Illustrationem additæ sunt quamplurimæ Figuræ æneæ. Quo non tantùm Artis Auriferæ, Ac Scriptorum in ea Nobiliorum Historia traditur ...; Verùm etiam Tractatus Omnes Virorum Celebriorum, qui in Magno sudarunt Elixyre, quínque ab ipso Hermete, ut dicitur, Trismegisto, ad nostra usque Tempora de Chrysopoea scripserunt, cum præcipuis suis Commentariis, concinno Ordine dispositi exhibentur; Ad quorum omnium Illustrationem additæ sunt quamplurimæ Figuræ æneæ",,,,,,,Jean-Jacques Manget (ed.),Jean-Jacques Manget,,1702,,1702,1702,1700s,18th c.,,Tournes,,Tournes,Tournes,Tournes,de Tournes,,Genevae,,Genevae,Geneva,Geneva,,Latin,Latin,Bibliotheca chemica curiosa,"author variant in dataset: Joannes Jacobus Mangetus, Jean-Jacques Manget (ed.); publisher variant in dataset: De Tournes, Tournes",author normalisation/attribution suggested; title contains OCR/line-break artefacts; short title inferred from opening segment,http://diglib.hab.de/drucke/nd-2f-1-2b/start.htm,nd-2f-1-2b,http://diglib.hab.de/drucke/nd-2f-1-2b/start.htm,832000922,ok,"94, 622",2,,,partial
mf-2f-6-2b,HAB,hab-dataset-img-metadata,,Jo,Jo,"Jo. Jacobi Mangeti, Medicinæ Doctoris, & Serenissimi ac Potentiss. Regis Prvssiæ Archiatri, Bibliotheca Pharmaceutico-Medica, Seu Rerum ad Pharmaciam Galenico-Chymicam spectantium Thesaurus Refertissimus. In quo, Ordine Alphabetico non Omnis tantùm Materia Medica, Historicè, Physicè, Chymicè ac Anatomicè explicata; sed & Celebriores quæque Compositiones ... excerptæ ...; Cum Indicibus Et Figuris Æneis Necessariis. In quo, Ordine Alphabetico non Omnis tantùm Materia Medica, Historicè, Physicè, Chymicè ac Anatomicè explicata; sed & Celebriores quæque Compositiones ... excerptæ ...; Cum Indicibus Et Figuris Æneis Necessariis",,,"Mangetus, Joannes Jacobus",,"Mangetus, Joannes Jacobus",Joannes Jacobus Mangetus,Joannes Jacobus Mangetus,Jean-Jacques Manget,,1703,,1703,1703,1700s,18th c.,,De Tournes,,De Tournes,De Tournes,De Tournes,de Tournes,,Genevae,,Genevae,Geneva,Geneva,,Latin,Latin,,"author variant in dataset: Joannes Jacobus Mangetus, Jean-Jacques Manget (ed.); publisher variant in dataset: De Tournes, Tournes",title contains OCR/line-break artefacts; short title inferred from opening segment,http://diglib.hab.de/drucke/mf-2f-6-2b/start.htm,mf-2f-6-2b,http://diglib.hab.de/drucke/mf-2f-6-2b/start.htm,86078729X,ok,"55, 57, 61, 63, 65, 69, 71, 819, 1145, 1149",10,,,complete
na-2f-4,HAB,hab-dataset-img-metadata,,"Museum Museorum, Oder Vollständige Schau-Bühne Aller Materialien und Specereÿen Nebst deren Natürlichen Beschreibung/ Election/ Nutzen und Gebrauch","Museum Museorum, Oder Vollständige Schau-Bühne Aller Materialien und Specereÿen Nebst deren Natürlichen Beschreibung/ Election/ Nutzen und Gebrauch","Museum Museorum, Oder Vollständige Schau-Bühne Aller Materialien und Specereÿen Nebst deren Natürlichen Beschreibung/ Election/ Nutzen und Gebrauch. Aus andern Material- Kunst- und Naturalien-Kammern/ Oost- und West-Jndischen Reiß-Beschreibungen/ Curiosen Zeit- und Tag-Registern/ Natur- und Artzney-Kündigern/ wie auch selbst-eigenen Erfahrung ; Zum Vorschub Der Studirenden Jugend/ Materialisten/ Apothecker und deren Visitatoren/ Wie auch anderer Künstler/ als Jubelirer/ Mahler/ Färber, u.s.w. also verfasset/ und Mit etlich hundert sauberen Kupfferstücken Unter Augen geleget. Aus andern Material- Kunst- und Naturalien-Kammern/ Oost- und West-Jndischen Reiß-Beschreibungen/ Curiosen Zeit- und Tag-Registern/ Natur- und Artzney-Kündigern/ wie auch selbst-eigenen Erfahrung ; Zum Vorschub Der Studirenden Jugend/ Materialisten/ Apothecker und deren Visitatoren/ Wie auch anderer Künstler/ als Jubelirer/ Mahler/ Färber, u.s.w. also verfasset/ und Mit etlich hundert sauberen Kupfferstücken Unter Augen geleget",,,"Valentini, Michael Bernhard",,"Valentini, Michael Bernhard",Michael Bernhard Valentini,Michael Bernhard Valentini,,,1704,,1704,1704,1700s,18th c.,,Zunner,,Zunner,Zunner,Zunner,,,Franckfurt am Mäyn,,Franckfurt am Mäyn,Frankfurt am Main,Frankfurt am Main,,German,German,,,short title inferred from opening segment,http://diglib.hab.de/drucke/na-2f-4/start.htm,na-2f-4,http://diglib.hab.de/drucke/na-2f-4/start.htm,614333997,ok,62,1,,,complete
oc-77-1,HAB,hab-dataset-img-metadata,,Wieder Neu aufgerichtete und vergrösserte in Zwey Theilen angewiesene Curieuse Kunst- und Werck-Schul,Wieder Neu aufgerichtete und vergrösserte in Zwey Theilen angewiesene Curieuse Kunst- und Werck-Schul,"Wieder Neu aufgerichtete und vergrösserte in Zwey Theilen angewiesene Curieuse Kunst- und Werck-Schul, .... Als I. die wahre Erkäntnus der Ertzen und Metallen/ ... II. Die schöne Form-Kunst/ ... III. Allerhand schöne Glas-Künste/ ... IV. Von denen natürlichen Edelgesteinen/ ... V. Allerley schöne ungemeine Chymische Secreta und Medicinalia, .... Als I. die wahre Erkäntnus der Ertzen und Metallen/ ... II. Die schöne Form-Kunst/ ... III. Allerhand schöne Glas-Künste/ ... IV. Von denen natürlichen Edelgesteinen/ ... V. Allerley schöne ungemeine Chymische Secreta und Medicinalia, .... Als I. die wahre Erkäntnus der Ertzen und Metallen/ ... II. Die schöne Form-Kunst/ ... III. Allerhand schöne Glas-Künste/ ... IV. Von denen natürlichen Edelgesteinen/ ... V. Allerley schöne ungemeine Chymische Secreta und Medicinalia, ...",,,"Kunckel, Johann",,"Kunckel, Johann",Johann Kunckel,Johann Kunckel,Johann Kunckel,,1705,,1705,1705,1700s,18th c.,,Zieger,,Zieger,Zieger,Zieger,,,Nürnberg,,Nürnberg,Nuremberg,Nürnberg,,German,German,Curieuse Kunst- und Werck-Schul,"author variant in dataset: Johann Kunckel, Johannes Kunckelius; short-title/work variant grouped with cognate edition/translation",place normalisation suggested; title contains OCR/line-break artefacts; short title inferred from opening segment,http://diglib.hab.de/drucke/oc-77-1/start.htm,oc-77-1,http://diglib.hab.de/drucke/oc-77-1/start.htm,557553636,ok,"6, 660, 661, 662, 663, 823, 1200, 1207, 1224",9,,,complete
li-51,HAB,hab-dataset-img-metadata,,Les Admirables Secrets D'Albert Le Grand,Les Admirables Secrets D'Albert Le Grand,"Les Admirables Secrets D'Albert Le Grand. Contenant Plusieurs Traittez sur la Conception des Femmes, & les vertus des Herbes, des Pierres prècieuses, & des Animaux ; Augmentez d'un Abregé curieux de Phisionomie, & d'un Preservatif contre la Peste, les Fievres maglines, les Poisons, & l'infection de l'Air ; Tirez et traduits. Sur des anciens Manuscrits de l'Auteur ... ; Divisez en quatre Livres",,,,,,,Pseudo-Albertus Magnus,,,1706,,1706,1706,1700s,18th c.,,le Dispensateur des Secrets,,le Dispensateur des Secrets,le Dispensateur des Secrets,le Dispensateur des Secrets,,,Cologne,,Cologne,Cologne,Köln,,French,French,,,author normalisation/attribution suggested; place normalisation suggested; short title inferred from opening segment,http://diglib.hab.de/drucke/li-51/start.htm,li-51,http://diglib.hab.de/drucke/li-51/start.htm,845444484,ok,184,1,,,partial
oc-77-2,HAB,hab-dataset-img-metadata,,Der Neu-aufgerichteten und Vergrösserten Jn Sechs Bücher oder Theilen verfasten curieusen Kunst- und Werck-Schul/ sehr verlangter nunmehr erfolgter Anderer Theil/,Der Neu-aufgerichteten und Vergrösserten Jn Sechs Bücher oder Theilen verfasten curieusen Kunst- und Werck-Schul/ sehr verlangter nunmehr erfolgter Anderer Theil/,Der Neu-aufgerichteten und Vergrösserten Jn Sechs Bücher oder Theilen verfasten curieusen Kunst- und Werck-Schul/ sehr verlangter nunmehr erfolgter Anderer Theil/. darinnen jedes Theils oder Buches Innhalt auf folgendem Blat zu ersehen:. darinnen jedes Theils oder Buches Innhalt auf folgendem Blat zu ersehen:. darinnen jedes Theils oder Buches Innhalt auf folgendem Blat zu ersehen:,,,"Kunckel, Johann",,"Kunckel, Johann",Johann Kunckel,Johann Kunckel,Johann Kunckel,,1707,,1707,1707,1700s,18th c.,,Zieger,,Zieger,Zieger,Zieger,,,Nürnberg,,Nürnberg,Nuremberg,Nürnberg,,German,German,Curieuse Kunst- und Werck-Schul,"author variant in dataset: Johann Kunckel, Johannes Kunckelius; short-title/work variant grouped with cognate edition/translation",place normalisation suggested; short title inferred from opening segment,http://diglib.hab.de/drucke/oc-77-2/start.htm,oc-77-2,http://diglib.hab.de/drucke/oc-77-2/start.htm,557555302,ok,"753, 847, 1231",3,,,complete
oe-238,HAB,hab-dataset-img-metadata,,"Entdeckte Grufft natürlicher Geheimnüsse, Das ist: Gewisse und richtige, nicht in blosser Speculation bestehende, sondern durch viele und offtmahlige Experimenta bewährte Künste, d","Entdeckte Grufft natürlicher Geheimnüsse, Das ist: Gewisse und richtige, nicht in blosser Speculation bestehende, sondern durch viele und offtmahlige Experimenta bewährte Künste, d","Entdeckte Grufft natürlicher Geheimnüsse, Das ist: Gewisse und richtige, nicht in blosser Speculation bestehende, sondern durch viele und offtmahlige Experimenta bewährte Künste, die Land-Güter mercklich zu verbessern, den Ackersmann reich zu machen, und zu allem Ueberfluss zu verhelffen ...",,,"Bilderbeck, Christoph Lorenz",,"Bilderbeck, Christoph Lorenz",Christoph Lorenz Bilderbeck,Christoph Lorenz Bilderbeck,,,1727,,1727,1727,1720s,18th c.,,Martini,,Martini,Martini,Martini,,,Lejpzjg,,Lejpzjg,Leipzig,Leipzig,,German,German,,,title contains OCR/line-break artefacts; short title inferred from opening segment,http://diglib.hab.de/drucke/oe-238/start.htm,oe-238,http://diglib.hab.de/drucke/oe-238/start.htm,82916491X,ok,82,1,,,complete
nd-782-1,HAB,hab-dataset-img-metadata,,Elementa Chemiae,Elementa Chemiae,"Elementa Chemiae. Quae Anniversario Labore Docuit, In Publicis, Privatisque, Scholis Hermannus Boerhaave. Quae Anniversario Labore Docuit, In Publicis, Privatisque, Scholis Hermannus Boerhaave",,,"Boerhaave, Hermannus",,"Boerhaave, Hermannus",Hermannus Boerhaave,Hermannus Boerhaave,,,1732,,1732,1732,1730s,18th c.,,Imhof,,Imhof,Imhof,Imhof,,,Lugduni Batavorum,,Lugduni Batavorum,Leiden,Leiden,,Latin,Latin,,,place normalisation suggested,http://diglib.hab.de/drucke/nd-782-1/start.htm,nd-782-1,http://diglib.hab.de/drucke/nd-782-1/start.htm,471281573,ok,"922, 934, 938, 942, 946, 950",6,,,complete
nd-351,HAB,hab-dataset-img-metadata,,Der Curieuse und wohlerfahrne Chymist,Der Curieuse und wohlerfahrne Chymist,"Der Curieuse und wohlerfahrne Chymist. Welcher nicht alleine die Aus dem Mineral-Vegetabilischen und Thier-Reiche hergenommene, und in der Medicin gebräuchlichste Chymische Processe gründlich und deutlich lehret, Sondern auch anweiset, Wie solche nach denen gehörigen Kunst-Griffen geschicklich zu bereiten, um solche zu Erhaltung menschlicher Gesundheit bey allen zustossenden Kranckheiten in rechter Dosi nützlich zu gebrauchen. Welcher nicht alleine die Aus dem Mineral-Vegetabilischen und Thier-Reiche hergenommene, und in der Medicin gebräuchlichste Chymische Processe gründlich und deutlich lehret, Sondern auch anweiset, Wie solche nach denen gehörigen Kunst-Griffen geschicklich zu bereiten, um solche zu Erhaltung menschlicher Gesundheit bey allen zustossenden Kranckheiten in rechter Dosi nützlich zu gebrauchen",,,"Hellwig, Christoph von",,"Hellwig, Christoph von",Christoph von Hellwig,Christoph von Hellwig,,,1738,,1738,1738,1730s,18th c.,,Beumelburg,,Beumelburg,Beumelburg,Beumelburg,,,Arnstadt,,Arnstadt,Arnstadt,Arnstadt,,German,German,,,short title inferred from opening segment,http://diglib.hab.de/drucke/nd-351/start.htm,nd-351,http://diglib.hab.de/drucke/nd-351/start.htm,84529525X,ok,6,1,,,complete
nd-283-2s,HAB,hab-dataset-img-metadata,,Der unterwiesene Anfänger in der Chymie,Der unterwiesene Anfänger in der Chymie,Der unterwiesene Anfänger in der Chymie. Hermetisches Sendschreiben von Comite Francisco Onuphrio de Marsciano an seinen auserwehlten Schüler in der Kunst überschicket ; Anno 1744. zu Cöln auf Kosten dieses seines Schülers gedrucket zum Nutzen derer Liebhaber der Chymie ; Die Geheimnusse der Kunst und von niemand bißhero erklärte wunderwürdige Dinge,,,"Marsciano, Franciscus Onuphrius de",,"Marsciano, Franciscus Onuphrius de",Franciscus Onuphrius de Marsciano,Franciscus Onuphrius de Marsciano,,,1751,,1751,1751,1750s,18th c.,,Krauß,,Krauß,Krauß,Krauß,,,Wienn,,Wienn,Vienna,Wien,,German + Latin,German + Latin,,,place normalisation suggested; short title inferred from opening segment,http://diglib.hab.de/drucke/nd-283-2s/start.htm,nd-283-2s,http://diglib.hab.de/drucke/nd-283-2s/start.htm,845300539,ok,"162, 176",2,,,complete
416-quod-2s,HAB,hab-dataset-img-metadata,,Probierbüchlein (Metals),Probierbüchlein (Metals),Probir büchlin / vff Golt Silber / Kupfer / Blei / vn̄ allerley ertz Gemeynem nütz zu gut geordenet. Müntzmeyſtern / Gwardeinē / Goͤldſchmiden / Goltschlahern / Müntzregirern / Bergkleutten / vnd Probirern / fast dinstlich vnd nützt. Etzlich bercknamen / den newen anfangenden berckleute dinstlich.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,German,German,Probierbüchlein tradition,Grouped with other Probierbüchlein-type assay manuals,Anonymous; undated print; likely 16th century; orthography preserved; manually researched,http://diglib.hab.de/drucke/416-quod-2s/start.htm,416-quod-2s,http://diglib.hab.de/drucke/416-quod-2s/start.htm,,ok,"28, 29",2,,,minimal
